entity_type,source_system,source_id,canonical_id,target_system,target_id,batch_id,mapping_version,load_status,error
contact,operion,customer-003-contact-02,operion:demo:interview-v1:contact:013,twenty,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,customer-004-contact-02,operion:demo:interview-v1:contact:014,erpnext,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,customer-004-contact-02,operion:demo:interview-v1:contact:014,twenty,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,customer-005-contact-02,operion:demo:interview-v1:contact:015,erpnext,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,customer-005-contact-02,operion:demo:interview-v1:contact:015,twenty,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,supplier-001-contact-01,operion:demo:interview-v1:contact:016,erpnext,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,supplier-002-contact-01,operion:demo:interview-v1:contact:017,erpnext,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,supplier-003-contact-01,operion:demo:interview-v1:contact:018,erpnext,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,supplier-004-contact-01,operion:demo:interview-v1:contact:019,erpnext,,interview-demo-v1,interview-demo-v1,pending,
contact,operion,supplier-005-contact-01,operion:demo:interview-v1:contact:020,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-001,operion:demo:interview-v1:product:001,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-002,operion:demo:interview-v1:product:002,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-003,operion:demo:interview-v1:product:003,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-004,operion:demo:interview-v1:product:004,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-005,operion:demo:interview-v1:product:005,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-006,operion:demo:interview-v1:product:006,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-007,operion:demo:interview-v1:product:007,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-008,operion:demo:interview-v1:product:008,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-009,operion:demo:interview-v1:product:009,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-010,operion:demo:interview-v1:product:010,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-011,operion:demo:interview-v1:product:011,erpnext,,interview-demo-v1,interview-demo-v1,pending,
product,operion,product-012,operion:demo:interview-v1:product:012,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-001,operion:demo:interview-v1:sales-order:001,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-002,operion:demo:interview-v1:sales-order:002,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-003,operion:demo:interview-v1:sales-order:003,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-004,operion:demo:interview-v1:sales-order:004,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-005,operion:demo:interview-v1:sales-order:005,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-006,operion:demo:interview-v1:sales-order:006,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-007,operion:demo:interview-v1:sales-order:007,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-008,operion:demo:interview-v1:sales-order:008,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-009,operion:demo:interview-v1:sales-order:009,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-010,operion:demo:interview-v1:sales-order:010,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-011,operion:demo:interview-v1:sales-order:011,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-012,operion:demo:interview-v1:sales-order:012,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-013,operion:demo:interview-v1:sales-order:013,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-014,operion:demo:interview-v1:sales-order:014,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-015,operion:demo:interview-v1:sales-order:015,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-016,operion:demo:interview-v1:sales-order:016,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-017,operion:demo:interview-v1:sales-order:017,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-018,operion:demo:interview-v1:sales-order:018,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-019,operion:demo:interview-v1:sales-order:019,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-020,operion:demo:interview-v1:sales-order:020,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-021,operion:demo:interview-v1:sales-order:021,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-022,operion:demo:interview-v1:sales-order:022,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-023,operion:demo:interview-v1:sales-order:023,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-024,operion:demo:interview-v1:sales-order:024,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-025,operion:demo:interview-v1:sales-order:025,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-026,operion:demo:interview-v1:sales-order:026,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-027,operion:demo:interview-v1:sales-order:027,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-028,operion:demo:interview-v1:sales-order:028,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-029,operion:demo:interview-v1:sales-order:029,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order,operion,sales-order-030,operion:demo:interview-v1:sales-order:030,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-001,operion:demo:interview-v1:sales-order-line:001,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-002,operion:demo:interview-v1:sales-order-line:002,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-003,operion:demo:interview-v1:sales-order-line:003,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-004,operion:demo:interview-v1:sales-order-line:004,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-005,operion:demo:interview-v1:sales-order-line:005,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-006,operion:demo:interview-v1:sales-order-line:006,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-007,operion:demo:interview-v1:sales-order-line:007,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-008,operion:demo:interview-v1:sales-order-line:008,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-009,operion:demo:interview-v1:sales-order-line:009,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-010,operion:demo:interview-v1:sales-order-line:010,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-011,operion:demo:interview-v1:sales-order-line:011,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-012,operion:demo:interview-v1:sales-order-line:012,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-013,operion:demo:interview-v1:sales-order-line:013,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-014,operion:demo:interview-v1:sales-order-line:014,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-015,operion:demo:interview-v1:sales-order-line:015,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-016,operion:demo:interview-v1:sales-order-line:016,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-017,operion:demo:interview-v1:sales-order-line:017,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-018,operion:demo:interview-v1:sales-order-line:018,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-019,operion:demo:interview-v1:sales-order-line:019,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-020,operion:demo:interview-v1:sales-order-line:020,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-021,operion:demo:interview-v1:sales-order-line:021,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-022,operion:demo:interview-v1:sales-order-line:022,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-023,operion:demo:interview-v1:sales-order-line:023,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-024,operion:demo:interview-v1:sales-order-line:024,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-025,operion:demo:interview-v1:sales-order-line:025,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-026,operion:demo:interview-v1:sales-order-line:026,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-027,operion:demo:interview-v1:sales-order-line:027,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-028,operion:demo:interview-v1:sales-order-line:028,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-029,operion:demo:interview-v1:sales-order-line:029,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-030,operion:demo:interview-v1:sales-order-line:030,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-031,operion:demo:interview-v1:sales-order-line:031,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-032,operion:demo:interview-v1:sales-order-line:032,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-033,operion:demo:interview-v1:sales-order-line:033,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-034,operion:demo:interview-v1:sales-order-line:034,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-035,operion:demo:interview-v1:sales-order-line:035,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-036,operion:demo:interview-v1:sales-order-line:036,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-037,operion:demo:interview-v1:sales-order-line:037,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-038,operion:demo:interview-v1:sales-order-line:038,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-039,operion:demo:interview-v1:sales-order-line:039,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-040,operion:demo:interview-v1:sales-order-line:040,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-041,operion:demo:interview-v1:sales-order-line:041,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-042,operion:demo:interview-v1:sales-order-line:042,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-043,operion:demo:interview-v1:sales-order-line:043,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-044,operion:demo:interview-v1:sales-order-line:044,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-045,operion:demo:interview-v1:sales-order-line:045,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-046,operion:demo:interview-v1:sales-order-line:046,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-047,operion:demo:interview-v1:sales-order-line:047,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-048,operion:demo:interview-v1:sales-order-line:048,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-049,operion:demo:interview-v1:sales-order-line:049,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-050,operion:demo:interview-v1:sales-order-line:050,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-051,operion:demo:interview-v1:sales-order-line:051,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-052,operion:demo:interview-v1:sales-order-line:052,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-053,operion:demo:interview-v1:sales-order-line:053,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-054,operion:demo:interview-v1:sales-order-line:054,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-055,operion:demo:interview-v1:sales-order-line:055,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-056,operion:demo:interview-v1:sales-order-line:056,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-057,operion:demo:interview-v1:sales-order-line:057,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-058,operion:demo:interview-v1:sales-order-line:058,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-059,operion:demo:interview-v1:sales-order-line:059,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-060,operion:demo:interview-v1:sales-order-line:060,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-061,operion:demo:interview-v1:sales-order-line:061,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-062,operion:demo:interview-v1:sales-order-line:062,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-063,operion:demo:interview-v1:sales-order-line:063,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-064,operion:demo:interview-v1:sales-order-line:064,erpnext,,interview-demo-v1,interview-demo-v1,pending,
sales_order_line,operion,sales-order-line-065,operion:demo:interview-v1:sales-order-line:065,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-001,operion:demo:interview-v1:purchase-order:001,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-002,operion:demo:interview-v1:purchase-order:002,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-003,operion:demo:interview-v1:purchase-order:003,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-004,operion:demo:interview-v1:purchase-order:004,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-005,operion:demo:interview-v1:purchase-order:005,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-006,operion:demo:interview-v1:purchase-order:006,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-007,operion:demo:interview-v1:purchase-order:007,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-008,operion:demo:interview-v1:purchase-order:008,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-009,operion:demo:interview-v1:purchase-order:009,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-010,operion:demo:interview-v1:purchase-order:010,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-011,operion:demo:interview-v1:purchase-order:011,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-012,operion:demo:interview-v1:purchase-order:012,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-013,operion:demo:interview-v1:purchase-order:013,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-014,operion:demo:interview-v1:purchase-order:014,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order,operion,purchase-order-015,operion:demo:interview-v1:purchase-order:015,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-001,operion:demo:interview-v1:purchase-order-line:001,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-002,operion:demo:interview-v1:purchase-order-line:002,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-003,operion:demo:interview-v1:purchase-order-line:003,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-004,operion:demo:interview-v1:purchase-order-line:004,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-005,operion:demo:interview-v1:purchase-order-line:005,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-006,operion:demo:interview-v1:purchase-order-line:006,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-007,operion:demo:interview-v1:purchase-order-line:007,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-008,operion:demo:interview-v1:purchase-order-line:008,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-009,operion:demo:interview-v1:purchase-order-line:009,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-010,operion:demo:interview-v1:purchase-order-line:010,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-011,operion:demo:interview-v1:purchase-order-line:011,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-012,operion:demo:interview-v1:purchase-order-line:012,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-013,operion:demo:interview-v1:purchase-order-line:013,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-014,operion:demo:interview-v1:purchase-order-line:014,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-015,operion:demo:interview-v1:purchase-order-line:015,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-016,operion:demo:interview-v1:purchase-order-line:016,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-017,operion:demo:interview-v1:purchase-order-line:017,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-018,operion:demo:interview-v1:purchase-order-line:018,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-019,operion:demo:interview-v1:purchase-order-line:019,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-020,operion:demo:interview-v1:purchase-order-line:020,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-021,operion:demo:interview-v1:purchase-order-line:021,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-022,operion:demo:interview-v1:purchase-order-line:022,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-023,operion:demo:interview-v1:purchase-order-line:023,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-024,operion:demo:interview-v1:purchase-order-line:024,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-025,operion:demo:interview-v1:purchase-order-line:025,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-026,operion:demo:interview-v1:purchase-order-line:026,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-027,operion:demo:interview-v1:purchase-order-line:027,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-028,operion:demo:interview-v1:purchase-order-line:028,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-029,operion:demo:interview-v1:purchase-order-line:029,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-030,operion:demo:interview-v1:purchase-order-line:030,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-031,operion:demo:interview-v1:purchase-order-line:031,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-032,operion:demo:interview-v1:purchase-order-line:032,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-033,operion:demo:interview-v1:purchase-order-line:033,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-034,operion:demo:interview-v1:purchase-order-line:034,erpnext,,interview-demo-v1,interview-demo-v1,pending,
purchase_order_line,operion,purchase-order-line-035,operion:demo:interview-v1:purchase-order-line:035,erpnext,,interview-demo-v1,interview-demo-v1,pending,
