entity_type,source_system,source_id,canonical_id,target_system,target_id,batch_id,mapping_version,load_status,error
purchase_order_line,wwi,8319,wwi:purchase_order_line:8319,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8326,wwi:purchase_order_line:8326,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8327,wwi:purchase_order_line:8327,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8328,wwi:purchase_order_line:8328,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8335,wwi:purchase_order_line:8335,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8336,wwi:purchase_order_line:8336,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8337,wwi:purchase_order_line:8337,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8344,wwi:purchase_order_line:8344,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8345,wwi:purchase_order_line:8345,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8346,wwi:purchase_order_line:8346,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8356,wwi:purchase_order_line:8356,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8357,wwi:purchase_order_line:8357,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8358,wwi:purchase_order_line:8358,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8365,wwi:purchase_order_line:8365,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8366,wwi:purchase_order_line:8366,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
purchase_order_line,wwi,8367,wwi:purchase_order_line:8367,erpnext,,interview-wwi-v1,interview-wwi-v1,pending,
